entity_id,name,description,matched_relation
Q1536956,Kecioerenguecue,"Keçiörengücü is a sports club based in the Keçiören district of Ankara, Turkey. The football club plays in the TFF First League. Keçiörengücü was founded as Hacettepe with black-white colours in 1949. Hacettepe was one of Turkish First League's founder teams. They played in the First League between 1958–1960 and 1962–1968. After relegation from the First League in 1967–68 season, they played second level between 1968–1971. They were relegated to the Third League in 1970–71 season. They played in the Third League between 1971–1974, 1977–1978, and 1984–1988. The club was renamed  Hacettepe Yeni Camuzoğluspor in 1985. Finally they took the name Keçiörengücü and changed their colors to dark red-white in 1988. Keçiörengücü played in the Second League between 1989–1993 and 1997–1998. Keçiörengücü became champions in the Third Group of the Third League and was promoted to League B in 2006. However, it was relegated to the Third League after a 5–1 loss to Darıca Gençlerbirliği, in an away match on May 13, 2007. The club plays again in the TFF Second League since 2014.",country
Q7095093,onur acar,Onur Acar (born 1 January 1983) is a Turkish professional footballer who plays as a midfielder for Kartalspor in the TFF Second League.,country of citizenship
Q1652487,huseyin avni aker stadium,"Hüseyin Avni Aker Stadium (Turkish: Hüseyin Avni Aker Stadyumu) was the former home ground of the Turkish football (soccer) club Trabzonspor. The stadium was built in 1951 with a capacity of 2,500 seats. After several renovations, the capacity was increased to 20,750 in 2008.",country
Q1562324,Guvenc Kurtar,Güvenç Kurtar (born 25 July 1950) is a Turkish football manager and former forward who most recently worked as head coach for Gümüşhanespor.,country of citizenship
Q22342440,Irfan Can Egribayat,"İrfan Can Eğribayat (born 30 June 1998), is a Turkish professional football player, who plays for Turkish club Adanaspor as a goalkeeper.",country of citizenship
Q1559261,gokhan erdogan,Gökhan Erdogan (born 4 April 1991) is a Turkish professional football player who plays for Darıca Gençlerbirliği.,country of citizenship
Q21872492,Efkan Eren,"Efkan Eren (born July 12, 1989) is a Turkish professional basketball player who plays for Sakarya Büyükşehir Belediyesi S.K. of the Turkish Basketball League (TBL). He plays at both the small forward and power forward positions. He is the CEO of Top Camp USA and also is a graphic designer who has studied his undergraduate degree and played college basketball for Lindenwood University of the National Collegiate Athletic Association (NCAA), located in St. Charles, Missouri.",country of citizenship
Q6824102,Metin Türel,"Metin Türel (13 September 1937 – 17 November 2018) was a Turkish football coach. Türel coached many teams in Turkey, he also coached the Turkey national football team from 1977 to 1978. He started his professional career with Galatasaray SK and also played for PTT, İstanbulspor, Vefa and Taksim SK as a goalkeeper.",country of citizenship
Q2225636,bayram çetin,"Bayram Çetin (born July 17, 1985 in Germany) is a Turkish professional footballer who plays for Afjet Afyonspor.",country of citizenship
Q75857,Nuri şahin,"Nuri Şahin (Turkish pronunciation: [ˈnuɾi ˈʃahin], born 5 September 1988) is a Turkish professional footballer who plays for Bundesliga club Werder Bremen. He plays as a central midfielder and is known for his passing ability.He began his career at Borussia Dortmund, spending six years there and winning the Bundesliga in 2011 – including a year-long loan at Feyenoord – before signing for Real Madrid in 2011 for €10 million. In August 2012, Şahin agreed to a one-year loan deal with Liverpool, which was terminated in January 2013 to allow him to return to Dortmund on an 18-month loan. This was then made permanent, and he stayed at Dortmund until his transfer to Werder Bremen in August 2018.Şahin represented Turkey at international level and did so since the under-16 level. He made his senior international debut in 2005 and earned 51 caps before retiring in 2017.",country of citizenship
Q792916,aydınspor,"Aydınspor 1923 is a Turkish sports club based in Aydın. The football club plays in the Turkish Amateur Football Leagues. The club's former name was ""Aydın Belediyespor"" (founded after taking over Çine Topçamspor in 1993) before 2011 and former colours were blue-white. Aydınspor 1923 became first team of city of Aydın after demise of Aydınspor, was founded in 1923 and became professional in 1966, after relegation to amateur level in 2009. Aydınspor finally withdrew from Aydın Super Amateur League in 2011. Aydınspor returned to Aydın 5th Group of 2nd Amateur League in 2014 and promoted to 1st Amateur League. They finished 4th Group of 1st Amateur League as 3rd in 2015. They finished 3rd Group of one as champions and returned to Aydın Super Amateur League in 2015–16 season.",country
Q550789,sinan ozkan,Sinan Özkan (born 22 March 1986) is a Turkish footballer who plays for Altay SK.,country of citizenship
Q263115,strugglers f.c.,Strugglers FC was an association football club which was founded in İstanbul by Greek immigrants in 1908.,country
Q4740644,türkiye amatör futbol şampiyonası,"The Turkish Football Championship (Turkish: Türkiye Futbol Şampiyonası) was a top-level football competition in Turkey. It was the first nationwide championship in Turkish football history. The championship was organised by the Turkish Football Federation (then called Futbol Hey'et-i Müttehidesi). The tournament system was based on a knockout competition, contested between the winners of each of the country's regional leagues.After 1951 and the professionalization of Turkish football, the competition continued under the name Turkish Amateur Football Championship (Turkish: Türkiye Amatör Futbol Şampiyonası) with a completely different status. It was no longer the top-flight championship in Turkey, leaving only amateur teams as participants. Fenerbahçe and Harp Okulu are the most successful clubs with three titles.",country
Q1234879,Turkish First Football League 1987-88,Statistics of Turkish First Football League in season 1987/1988.,country
Q1227320,oğuz sarvan,"Oğuz Sarvan (born 18 April 1955) is a former Turkish professional football referee. He officiated the second leg of the 1999 Turkish Cup Final between Beşiktaş and Galatasaray. He was also a FIFA referee from 1991 to 2000. His last fixture in a European competition was the second tie between Werder Bremen and Bordeaux on 7 December 2000, in the 2000–01 UEFA Cup third phase, before retiring in January 2001. Outside football, he works as a dentist. His father, Muzaffer Sarvan was also a match official.",country of citizenship
Q1340350,Ender Konca,"Ender Konca (born 22 October 1947) is a former footballer who played for Kasımpaşa, İstanbulspor, Eskişehirspor, Eintracht Frankfurt, Fenerbahçe and Turkey.",country of citizenship
Q19785793,Derya Arhan,"Derya Arhan (born January 25, 1999) is a Turkish women's football defender currently playing in the Turkish Women's First League for Beşiktaş J.K. with jersey number 8. She is part of the Turkey women's national U-19 team after having played in the Turkey girls' U-15 and Turkey girls' U-17 teams.",country of citizenship
Q5398173,Eskişehir Demirspor,"Eskişehir Demirspor is a Turkish sports club from Eskişehir, Turkey. They are the oldest football club in Eskişehir. The club has many departments including football, basketball, volleyball, athletic, swimming, fencing, wrestling, and karate. They are famous with their football department and have won the Turkish Football Championship in 1940.",country
Q6932987,Muhammet Hanifi Yoldaş,Muhammet Hanifi Yoldaş (born 20 April 1983 in Diest) is a Turkish professional footballer.,country of citizenship
Q22342341,muhammed emin balcılar,Muhammed Emin Balcılar (born 15 April 1996) is a Turkish professional footballer who plays as a midfielder for TFF Third League club Pazarspor on loan from Turkish Süper Lig club Çaykur Rizespor. Muhammed Emin Balcılar made his debut for Çaykur Rizespor in a 1-1 tie with Galatasaray on 5 May 2015.,country of citizenship
Q1339619,Emrullah Salk,Emrullah Şalk (born 28 July 1987) is a Turkish professional footballer who plays as a Goalkeeper for Adana Demirspor.,country of citizenship
Q49803,Halil Savran,Halil Savran (born 20 June 1985) is a Turkish-German footballer who plays as a striker.,country of citizenship
Q1429170,Alibaz,Selçuk Alibaz (born 3 December 1989) is a Turkish footballer who plays for Fatih Karagümrük as a right midfielder.,country of citizenship
Q740208,turkish first football league 1966–67,Statistics of Turkish First Football League in season 1966/1967.,country
Q523813,Kürşat Duymuş,"Kürşat Duymuş, (born 1 February 1979 in Muş, Turkey) is a Turkish retired football defender.Duymuş previously played for Şekerspor, Çaykur Rizespor, Ankaraspor, Beşiktaş, Trabzonspor, Kayseri Erciyesspor and Orduspor.",country of citizenship
Q21931783,yağızer uluğ,"Yağızer Hamdi Uluğ (born April 28, 1972 in İzmir, Turkey) is a Turkish professional basketball coach who currently serves as a head coach of Beşiktaş Sompo Japan.",country of citizenship
